id;label;text
650;NEG;De pésima calidad, ni la ropa de muñeca es tan mala.
651;NEG;No vienen por talle pedi xl y me. Mandaron cualquiera.
652;POS;Todo bien buen calze queda perfecta.
653;POS;Es super lindo. Igual a la foto.
654;NEG;Es chica, aún usando el talle de referencia y no queda como ena foto.
655;POS;Muy lindo regalo para mí mujer. Tranquiiii.
656;POS;Hermosa y muy buena calidad, calza perfecto.
657;NEG;La talles son una referencia aleatoria incluso , tomando como referencias medidas indicadas.
658;POS;Bien detalladas las medidas, prenda delicada y buena.
659;POS;Muy lindo y buen producto, pero el talle no se corresponde con el tamaño.
660;POS;Muy bueno. Me encanto lo q pedi.
661;POS;Muy lindas. Calce bueno. Todo perfecto.
662;POS;Tal cual la foto, me gustaron mucho. Soy m pero una l me quedo perfecta.
663;NEG;Pense que era mas grande pero a la hora de ver los talles hay que elegir mas grande de lo que uno usa porqeu son talles muy chiquitos. Y pense que era mas linda y es muy finita , no es como lo que espera, nada que ver con la foto.
664;NEU;Gracias a los comentrios pedi 2 talles mas del que usaba y fue acertado. Lo unico malo es que en la parte de la vagina solo hay costuras y sin tela que espero no molesten. Muy libda.
665;NEU;No está mal, pero no es la bombacha más linda. El corte es medio raro y siendo yo un talle s, me quedo un poco suelta. No se me cae ni me molesta, pero no es ajustadita por ser talle único. Si sos un m te va a ir genial. La tela y confección bien.
666;NEG;En el primer uso se deforma y el encaje es duro. Precio economico.
667;NEG;Medio pelo. Parece linda cuando la compras. Pero se deforma toda depues de 2 o 3 usos. Y en talle me queda perfecto soy chiquita de caderas. Asique es por la calidad de la tela. No la compraria de nuevo.
668;NEG;Soy 38 de jeans y me quedo grande. Y se estiro después de lavarla es linda pero no es mi talle.
669;POS;No me quedó como a la modelo jaja. Poca elasticidad y tiro muy bajo para mí gusto. Pero son lindas, de buena calidad tal como se muestra en la foto! por eso le pongo cinco estrellas.
670;POS;Buen calce me encanto el encaje muy dedicado.
671;POS;Muy buen producto, buen material, cómodo.
672;POS;De calidad, excelente el modelo, exquisito lindo.
673;POS;Muy lindo material, encaje elastizado. Muy cómodo.
674;POS;Lindo diseño y tela. Muy cómoda.
675;POS;Muy buena calidad! me gusta como calza, el diseño, la tela, todo!.
676;NEG;La bombacha está bien, pero es demasiado chica en la parte de la entrepierna, y me resulta incómodo.
677;POS;Muy buena calidad. Muy recomendable.
678;POS;Re linda calidad y el estampado para todos los días genial xq es de algodón
679;NEU;Las blancas súper chicas y las negras excelentes. Pedi mismo talle de las dos.
680;POS;De cintura, al ser otro material cede y es muy cómodo. El resto de la bombacha es de encaje y no ceden mucho. De todas maneras son muy lindas y cómodas.
681;POS;Son hermosas! muy buena calidad! me encanta esta marca es lo más so pink
682;POS;Excelente.
683;POS;Excelente.
684;NEG;No es como en la foto. Muy mala calidad precio.
685;NEG;Muy mal confeccionado, es desproporcionado. Decepcionada.
686;POS;Es bueno y cómodo no lo he lavado por el momento.
687;POS;Muy bueno.
688;POS;Me gustó mucho. Buena calidad y terminaciones. Me quedó un poco justo el talle, pero seguro se estira un poco con algunos usos.
689;POS;Muy buena prenda cómoda suave y elegante.
690;POS;Muy buenas. Soy 46 de pantalón y compré talle 3. Re cómoda, tiro intermedio y apenas más grandesita que una vedetina. Volvería a comprar.
691;POS;Muy bien porque el precio es muy bueno.
692;POS;Algo largo el tiro. Pero bien. Recomendable x la calidad.
693;POS;Espectaculares, súper cómodas. Talle real!.
694;POS;Super comodo y de algodon como esperaba! me quede con ganas de comprar más la próxima vez que pueda.
695;POS;Estoy embarazada y me calzaron perfectas, muy buena calidad-precio.
696;POS;Muy buena calidad! lo que esperaba.
697;POS;Súper cómoda, buen calce y excelente calidad.
698;POS;Me gusto la calidad del producto, así como también el calce. Muy recomendable.
699;POS;Muy buenas
700;POS;A mi sra le encanto.
701;POS;Es excelente cumple con las expectativas, recomendado.
702;POS;Hermoso.
703;POS;Todo perfecto, regulables y comodas. El tiro es ideal si preferis no tan cavadas.
704;POS;Muy bueno, es lo que esperaba segun las fotos del producto.
705;NEG;Tiene un corte medio raro, no me gusto.
706;NEU;Para el precio está bien no es mala pero tampoco es buena que digamos.
707;POS;Las amo.
708;NEU;Hermosa. Pero un poco chico el elastico de la cintura.
709;POS;Todo lo que esperabas y excelente relación calidad precio.
710;POS;Excelente producto.
711;POS;Es cómoda y no se estropea al lavarla.
712;POS;Muy buena la tela.
713;POS;Tal lo esperado.
714;POS;Excelente producto.
715;NEU;Muy bueno,lo unico q una se descocio el elastico de la tela a la primer postura.
716;POS;Muy linda.
717;POS;Muy buena calidad, no se estiran de más ni se deforman. Los talles son reales.
718;POS;Buena relacion precio calidad. Talle ok.
719;POS;Muy buen producto.
720;POS;Excelentes. No se que más queres que diga mercado!.
721;POS;Excelente. Buena calidad, no pierden el color con los lavados.
722;NEU;Buen precio, algo ajustadas.
723;NEG;Se destiñe y cada lavado suelta tina
724;NEG;Muy linda y cómoda pero la usé una vez y ya está descosida.
725;POS;Perfecto.
726;POS;Excelente la calidad de la tela. Ya es la segunda vez que compro.
727;POS;Muy linda calidad y super accesible el precio. Lo recomiendo.
728;POS;Espectacular!.
729;POS;Es una marca que siempre compro.
730;POS;Es más bien chica.
731;POS;Excelentes! compre para hacer conjunto con los corpiños. Quedo barbaro! linda tela de algodon. Comodas, buen calce, volveria a comprar.
732;POS;Buena calidad! el talle fue como esperaba.
733;POS;Fue un regalo para mi mujer. Tanto en blanco como en negro el tamaño es correcto, la calidad también.
734;POS;Excelente calidad-precio.
735;POS;Linda, buena calidad. Mi opinión es corta y me. Obligan a escribir más jajaja.
736;POS;Buena calidad y el tamaño que esperaba.
737;POS;Excelente calidad y precio de 10.
738;POS;Exelente le gustó mucho gracias.
739;POS;Muy buena terminacion, los materiales excelente.
740;POS;Le quedaron joshaaa, todo bien buena calidad según ella. Guiño guiño xd.
741;POS;Muy buen producto, las uso hace varios años.
742;POS;El algodón es súper lindoo! excelente relación precio calidad.
743;POS;Como siempre el material 10 puntos pero me quedó un poco más chico de lo que esperaba.
744;POS;Exelente calidad. A mi sra le gustó y a mi tambien.
745;POS;Excelente calidad variedad y precio muy accesible.
746;POS;Muy lindas! super comodas. Recomendables 100%.
747;POS;Son de muy buena calidad, confió en esa. Marca. Muy buenas.
748;POS;Excelentes!!!!! todos felices!!!!! muchas gracias.
749;POS;Buen producto, era lo que se esperaba.
750;POS;Muy buen calidad a un excelente precio.
751;POS;Muy buena calidad!! las recomiendo!!.
752;POS;Lindo modelo buen material es lo que buscaba , recomendable.
753;POS;Me gustó mucho! buena relación precio-calidad.
754;POS;Muy bueno!!!!!!!!!!!!!!!!!!!!!!!!!.
755;POS;Hermosas! calzan muy bien. Lo recomiendo.
756;POS;Hermosa. Muy buena calidad. Lo recomiendo.
757;POS;Muy buena calidad, los talles son exactos.
758;NEG;En dos lavados se arruinaron los elásticos de todas. Un desastre.
759;NEU;Pidan un talle mas del que usan.
760;POS;Me encanto, soy talle 42 de pantalón y compre tanto en talle 2 como en talle 3 para probar. Las talle 2 me quedaron bien, pero las talle tres son más comodqs, la diferencia entre ambos talles es mínima en la cintura (1,5 cn de diferencia), el tiro es la clave, en talle 3 tiene 3cm más de tiro y eso lo hace más comodo. Ya las lavé varias veces y siguen impecables.
761;POS;Son cómodas y de buena calidad. Hasta ahora no se han descosido. La talla es tal cual la indicada en la tabla.
762;POS;Buen producto es la segunda vez que compro.
763;POS;Muy buen producto, hace años las uso. Siempre la misma calidad.
764;POS;Básicas buenas , para comprar cuando hay un pack de oferta.
765;POS;Muy buena la calidad.
766;POS;Muy comoda.
767;POS;Es super comoda. El talle perfecto!!.
768;POS;Me pareció excelente calidad, ya hice lavados y esta perfecta!.
769;POS;Compre algunas para probar y quede conforme. Voy a comprar más.
770;POS;Muy bueno! no me arrepiento de la compra, super suaves pero tampoco una tela que se puede dañar al estirar.
771;POS;Muy buena calidad muy recomendable.
772;POS;La calidad buena,el talle como lo esperaba.
773;POS;Es ideal para actividad diaria.
774;POS;Muy buen calce y excelente calidad.
775;POS;Buena calidad, me quedó como esperaba.
776;POS;Lo que esperaba. Buena calidad.
777;POS;La vedetina algodon y lycra cocot es de muy buena calidad.
778;POS;Muy buen producto. Me quedó muy bien.
779;POS;Algodon de excelente calidad. Los talles se corresponden con la guia.
780;POS;Muy lindas bombachas, buena calidad.
781;POS;Es de muy buena calidad y muy cómoda.
782;NEG;Pedi 6 color blanco y me trajeron 4 blancas, una negra y otra nude.
783;NEU;Exacto para la noche.
784;NEG;El talle no es un 4 de cocot es un 2 y ademas la tela es puro nylon que se te enrrolla en las manos.
785;POS;Acorde al talle. Suave al tacto. Buen color y formato.
786;POS;Muy buena la laycra. Buen calce.
787;POS;Excelente.
788;POS;Compré dos en talle 4, una violeta y otra bordo. La violeta me quedó bien, pero la bordo me quedó grande. Creo que es porque la trama del encaje es diferente según el color. Esta bordo es muy elastizada.
789;NEU;Todavía no las usé por eso no puedo opinar más que eso.
790;POS;Muy buen en precio y calidad.
791;POS;Súper lindas volvería a comprar!
792;POS;Me queda bien espero mas ofertas. Gracias.
793;NEG;Horrible. Cómo le van a poner a un culote beige costura negra que encima se abrio toda en el primer uso. Pésimo. Si sabia no compraba esa cantidad!!.
794;NEG;Mala calidad.
795;NEU;Muy lindo. "hay que mejorar las terminaciones por qué se deshilacha".
796;POS;Hermoso encaje y muy lindo calce.
797;NEU;Aún, no lo he usado.
798;NEU;Bueno, pero falta un punto para coser el fondo de la bombacha negra.
799;NEG;Una basura, no compren para regalar por que van a quedar muy mal! se deshilacha en las piernas al primer uso. No esperaba que sea de maxima calidad pero tampoco un robo!.
800;NEG;Pésimo
801;NEG;Se desarma el tegido muy rapido.
802;NEG;Esta lindo pero es delicado. Se desconoce fácilmente.
803;NEU;Esteticamente muy lindo. El tema es el tamaño. Muy grande. Uso tamaño universal. Pero son gigantes. De altas espero me las cambien.
804;POS;Fue un regalo y le encanto.
805;NEU;La bombacha es de buena calidad, sólo que es como para señora bastante mayor, muy poco cavada, y bien alta de cintura.
806;POS;Opino como observador y segundo beneficiario del culotte: a mi pareja le queda precioso y estoy chocho con la relación precio-calidad. Ella está cómoda y yo no puedo dejar de mirarla embobado cada vez que se cambia. Win-win.
807;POS;Es muy buena calidad pero me quedó chico para mi talle, luego pedí uno más grande y excelente.
808;POS;Realmente es segunda piel.
809;POS;El color piel me queda muy bien. El de color negro un poco chico, es menos elastica la tela. Igualmente ya compre varias veces y con el uso se estiran. Me parecen cómodos.
810;NEU;Está bien pero dado que son talles bien al cuerpo asegurarse de comprar el talle correcto porque sino la tela se arremanga toda y queda tremenda acumulación de tela en los costados (cosa que en primer lugar se quería evitar al comprar este producto). Yo tuve mala suerte y elegí mal el talle pero el producto es lo que promete. Lo que si es "calurosa" y tiene poco algodón en la zona intima. Tener en cuenta especialmente en verano para evitar problemas de salud.
811;POS;Muy conforme.
812;POS;Más pequeño de lo que esperaba, pero linda calidad.
813;POS;La cague yo con el talle pero son geniales!.
814;POS;Divinos, cómodo e invisible. Super recomendable.
815;POS;Siempre compro de éste tipo, pero el corte culotte me encantó, porque es ancha al costado. Muy buenas.
816;POS;Esta bueno se enrrolla un poco pero cumple la funcion.
817;NEU;Es linda, pero muy angosta entre piernas. Es lo único que le mejoraría.
818;POS;Mejor que otras que he comprado.
819;POS;Es de muy buena calidad, calza muy bien y es lo que esperaba en cuanto a que no se noten las marcas de la costura bajo prendas de tejidos livianos.
820;POS;Todo muy bien. No te das cuenta que esta.
821;NEG;Talle chico, no la pude usar.
822;NEG;No está tan bueno, porq los bordes de enrollan.
823;POS;Espectacular!!!.
824;POS;Bien, tal lo esperado.
825;POS;Es muy cómoda y sexy.
826;POS;Buen producto para el precio sugerido.
827;POS;Muy buen material. El calce justo.
828;POS;Muy cómoda no se nota.
829;POS;Muy cómodo. Es talle único, usto talle 48 de pantalón y me fue justo. La tela es de buena calidad y suave. El color es intenso y se mantuvo después del lavado.
830;POS;Genial.
831;POS;Lo compramos para hacer un regalo en una despedida. Sabemos que se estira y no se rompe porque se lo puso por encima del pantalón.
832;POS;De acuerdo al precio.
833;POS;Buen producto. La pluma le da el toque de elegancia que a cualquier mujer le gusta.
834;POS;Mi marido me lo compro para que lo estrene el dia de mi graduacion , el combo que eligio fue un perfume afrodisiaco y un sxibabydoll.
835;NEG;Poco conforme.
836;POS;Me encanta como se siente cuando me la pongo,  parece como si no tuviera nada debajo. perfecto para ir provocativa.
837;POS;Muy cómoda y linda.
838;POS;No sé a la de ustedes, pero a mi chica le quedo de diez! no puedo dar mas detalles jajs pero es muy buena.
839;POS;Realmente muy cómodas. Muy lindas, totalmente se puede regular al talle que uno necesita. Recomendable para usar sobre cualquier prenda porque no se llega a marcar, salís toda una diosa.
840;POS;Espectacular!.
841;POS;Una bomba.
842;POS;Buen producto.
843;POS;Perfecto.
844;NEG;Ojo con el talle pidan detalle de tamaño en centímetros, dice talle único y no es tan asi.
845;POS;Bien.
846;POS;Compré en talle l y me quedó bien. Tenía miedo que sean grandes o se estiren pero están perfectas.
847;POS;Esta bien. Por las medidas se suponía q soy un talle 2. Pero compre un 3. Y la verdad q me quedo bien porque mas de una vez q compro con las medidas de la tabla me quedan muy chico. Le pongo 4 estrellas porque por el precio esperaba un algodón más grueso.
848;NEU;Lindas. Pero al lavar se achican.
849;POS;Son talles grandes, respetan las medidas. El algodon no es la gran cosa pero x el precio esta ok.
850;POS;Muy cómodo. Me quedó perfecto. Compraria más.
851;POS;Muy buena calidad.
852;NEG;Respecto a la tabla de talles, elegí bien, compré un talle 2 y uso talle 30 de pantalón. Es la segunda vez que compro bombachas vedetina de esta marca, la primera vez, hace cinco años, me pareció de baja a calidad, como leí buenas recomendaciones volví a probarla y es exactamente de la misma calidad. El algodón es fino y muy elástico. En cuanto a los elásticos de los bordes se desformaron con el segundo lavado, y eso que lavo a mano.
853;NEU;Son lindas, algo flojas, no toman bien,.
854;POS;Es un buen producto, compre varios. Me gusta mas la de algodón, esta tela tiene los bordes muy ajustados a las piernas y a veces te marcan.
855;POS;Es muy cómoda y suave, buena relación precio calidad.
856;POS;Muy bueno y muy comoda. Buena confección.
857;NEG;Decía algodón y laycra, pero la verdad que es solo laycra.
858;POS;Fantástica. Más de lo que esperaba.
859;NEU;Exelente producto, en calidad de tela le puse 3 estrellas porque varias de las que compre se le desilacho el eslatico.
860;POS;Perfecto
861;POS;Buena bombacha. Cómoda, se ve linda, y es invisible usando ropa apretada.
862;POS;En relación precio y calidad excelente.
863;POS;Mejor de lo que esperaba. Me sorprendió.
864;NEU;El producto me pareció muy lindo buen algodón lastima que todas me vinieron del mismo color.
865;POS;Excelente.
866;POS;Excelente producto, una segunda piel.
867;POS;Excelente calidad, y calce muy cómodo, producto muy recomendable.
868;POS;Ya conocía la marca ,pero no había comprado bombachas, me encantó la calidad, esta muy muy linda.
869;NEG;Se estira mucho.
870;POS;Es lo q buscaba.
871;POS;Hermoso lo que me compre! lo use es super cómodo! los recomiendo.
872;POS;Todo ok. Para una despedida de solteros.
873;POS;Me encantó.
874;POS;Excelente.
875;POS;Lo que esperaba.
876;POS;Muy lindas, buena calidad.
877;POS;Con esto quede como un crack excelente el regalo.
878;POS;Hermoso produnto!.
879;POS;Excelente calidad y buen color.
880;POS;Buen material y bonito diseño, lo importante: tamaño, si bien es algo pequeña al tener las tiras regulables extienden bastante su talle. Diria que al máximo llegan a un l grande.
881;POS;El producto cumplió con las espectativas puestas al comprarlo y la persona a la cual se lo he obsequiado ha quedado muy conforme con el mismo. -.
882;NEG;Mala calidad de la tela,no sede ,la tela es dura y no estira nada,no queda bien la parte trasera al sentarte se dobla.
883;NEG;La calidad no es buena. Por mas que sean baratas. Las tiras estan mal cocidas, se enroscan, no me gusto.
884;POS;Lo mejor de este producto es que, al tener las tiras regulables, es difícil no acertar con el talle y dura muchos años.
885;POS;Le regale a mi hija y le encanto.
886;POS;Excelente calidad y precio.
887;POS;Perfecto. Practico. Muy bueno fresco.
888;POS;Muy buena la calidad, muy conforme.
889;POS;Excelente muy buen producto recomendable.
890;POS;Cocot no falla, no pierden elasticidad, super comodas y no se hacen pelotitas! son un 10.
891;POS;Cómodas, el elástico no se estira y desilacha como otras, además es ajustable a tu medida y comodidad. El algodón buenísimo como siempre cocot!.
892;POS;Me encanta la calidad de las cosas de este local!.
893;NEU;Es grande el talle. Cómo su fuera un m.
894;NEG;Se arruina el elástico al lavar en el lavarropas.
895;POS;Muy buena calidad y precio, super recomendable.
896;NEU;Tela demasiado flexible a mi criterio.
897;NEG;El borde lateral es bastante ancho no como en la foto.
898;POS;Muy buena.
899;POS;Muy bueno. Aún no se lavo. Hace años uso esa marca,wilson. Lástima que ingresan conjunto deportivo de esa marca.
900;POS;Es muy cómodo y funciona para entrenar en estos días de frío, muy buena calidad, recomendadísimo. Si medís 1,77 y pesas 78kg, el talle m es muy bueno (si sos de usar pegado al cuerpo, sino seguro el talle l un poco más suelto).
901;POS;Es la misma remera que usa frozono en los increíbles! buenísima relacion precio-calidad, no se achica con los lavados y el color se mantiene. Bueno, bonito y barato, recomendadisimo.
902;POS;La uso para entrenar en el parque y la verdad es que es excelente. La tela es levemente frizada, lo que hace que no sientas frío. De hombros está bien, pero de cuerpo es más bien suelta, no es tan primera piel como dice. La calidad es muy buena. Sin duda volveré a comprar.
903;POS;Muy buena. Es lo que se ve y me preguntaron medidas asique me quedó bien.
904;POS;Excelente! ningun problema con el cambio! mi hijo feliz! le fue muy util!.
905;POS;Buen producto, la medida es la esperada y la calidad del material y las costuras es buena, ya tiene un par de lavados y se ve muy bien. En cuánto a lo térmico yo la uso para andar en moto y no se siente tanto el frío como con una camiseta común de algodón.
906;POS;Muy buena calidad de la remera, es mucho más de lo que esperaba.
907;POS;Muy bueno.
908;POS;Muy buen material, bien termico, lo use con una campera y un buzo finito en la nieve, espectacular!!.
909;POS;Muy buen producto. Muy conforme.
910;POS;Buena calidad. La inscripción correcta. Excelente artículo.
911;NEU;No es malo el producto pero no es una remera para todos los días que para entrenar.
912;POS;Muy bueno me quedo perfecto.
913;POS;Todavía no las lave, pero le calza perfecto. Muy lindo material.
914;POS;Muy bueno.
915;POS;Excelente.
916;POS;Muy buen el producto super conforme.
917;POS;Lavado no puedo decir nada todavía. Pero quedo excelente. Muy buena calidad.
918;POS;Muy contento por la compra la verdad no me arrepiento y los invito que la compren es de muy buena calidad también comoda.
919;POS;Muy buen producto.
920;POS;El producto cumple con los espectstivas.
921;POS;Excelente , me gusto mucho y es re suave al tacto. He comprado otras y tiene tanto naylon que sé pero pega mal. Está esta muy buena. Saludos.
922;POS;Muy buena calidad, un poco larga.
923;POS;Muy buena prenda , exelente confección y calidad !!!.
924;POS;recomendable.
925;POS;Muy buena calidad.
926;POS;De muy buena calidad, por el precio que tiene es muy buena. Cumple con todas las expectativas.
927;POS;Bueno, excelente para jugar al fulbo con frio.
928;POS;Muy bueno.
929;POS;Hola, la remera es muy comoda, excelente para los dias de frio. Ya compre 2.
930;POS;Fue un regalo que hice. Y la persona quedó encantada!!!.
931;POS;Excelente prenda,muy buena calidad.
932;POS;Espectacular.
933;POS;Muy buen producto, a pesar no ser de marca importante , muy contento con la compra.
934;POS;Excelente las remeras térmicas muy buena calidad por el precio muy recomendable.
935;POS;El producto es muy bueno, superó ampliamente mis expectativas. Hermosa y muy abrigada.
936;POS;Muy buena calidad super calentitas.
937;POS;Excelente, mucho mejor que otras más caras que tengo, relación precio calidad10/10.
938;POS;Excelente. Muy abrigada!.
939;POS;Muy buena calidad, tiene una pielcita adentro muy calentita súper recomendable para estos fríos para ir a trabajar está de 10. Todavía no la lave pero ya al tocarla a la tela se nota la buena calidad.
940;POS;Espectacular, super calentita y de buena calidad.
941;POS;Muy buena calidad y muy comoda.
942;POS;Bueno.
943;POS;Es un viaje de ida. Una vez que la empezás a usar la querés usar todos los dias. Me compré una para probar porque en mi trabajo estoy sentado todo el día en una oficina y a veces hace frío. Desde que la empecé a usar la verdad es que la situación mejora mucho. Me gustó tanto que me compré dos mas. Incluso después de lavarla no sufrió ninguna deformación. Mido 1,85 mtr, peso 83 kg y el talle l me quedó estupendo.
944;POS;Excelente. Me quedó perfecto el talle y super abrigada. Para usar debajo de un buzo, mantiene la temperatura. La calidad es muy buena, tiene buena terminación
945;POS;Aun no lo lave. Es suave y abrigada.
946;POS;Es muy cómodo ,es del tamaño adecuado ,destile mucho al lavado, por suerte lo lave a mano.
947;POS;Super recomendable!.
948;POS;Muy buena relacion precio calidad.
949;POS;Recomendable 100%.
950;POS;La remera es excelente y realmente protege del frio. Una compra muy recomendad.
951;POS;Muy cómoda y excelente para primera piel.
952;POS;Excelente producto.
953;POS;Me gusto mucho el conjunto calsa remera muy comodo y al cuerpo y se lo siente abrigada. Lo recomiendo me voy a comprar otro conjunto.
954;POS;Muy bueno y de calidad.
955;POS;Muy buena la calidad de la tela.
956;POS;El producto es exelente!!!.
957;POS;Muy bueno ! me sorprendió la calidad y es bastante buena para aprovechar el frío.
958;POS;Está perfecto re calentito y comodo.
959;POS;Muy buenas condiciones precio calidad las. Re uso!.
960;POS;Excelente producto 100% recomendado.
961;POS;Excelente calidad, tal cual lo esperaba.
962;POS;Muy bueno.
963;POS;Excelente calidad y comodidad. Volvería a comprar.
964;POS;Exelentes termicas.
965;POS;Me quedo tal cual esperaba, tuve toda la orientación necesaria para el talle. Es muy suave y realmente abrigada.
966;POS;Muy buen producto, lo recomiendo.
967;POS;El producto es excelente. Muy buena calidad. Vale la pena comprarlo!.
968;POS;Aun no lo lave, ni use para hacer ejercicio pero tiene buena pinta. Se ve bien, el talle me quedó perfecto. En general estoy conforme con esta compra y si todo termina bien volvería a comprar y recomiendo.
969;POS;Excelente calidad.
970;POS;Son frizadas, muy lindas, parecen de buena calidad por ahora.
971;POS;Excelente calidad, recomiendo.
972;POS;La remera es calentita y parece cumplir su función. Mido 1. 83 mts y peso 70 kg, pedí un talle l y me quedo bien de largo de mangas pero suelto en el pecho y abdomen. No molesta en absoluto, es cómoda y suave. Veremos qué pasa cuando la lave. Lo que sí, no tiene la calidad de una marca como bodycare, por eso es entendible el precio y que no sea tan "primera piel", ya que no se estira tanto como esa marca. Sin embargo, parece cumplir la función de mantener el calor.
973;POS;Son muy buenas camisetas!.
974;POS;Muy bueno me quedo como esperaba.
975;POS;Muy buen producto y cómodo para usar debajo de otras prendas.
976;POS;Me sorprendió gratamente la calidad de la prenda, ideal para entrenar al aire libre.
977;POS;Recién llegado, ahora a usarlo, de movida parece un muy buen producto, tanto en su material como en su confección. Es cómodo se ajusta al cuerpo con suavidad y es calido.
978;POS;Buenisimo.
979;POS;Muy buenas !.
980;POS;Muy bueno.
981;POS;Perfecto muy buen producto y calidad.
982;POS;Tremendo producto , super recomiendo!.
983;POS;Perfecto gracias.
984;POS;Precio calidad. Muy útil. No achicó ni se transparenta.
985;POS;Muy buena tela, cómoda se ajusta al cuerpo y los talles están bien, me quedó justa muy recomendada.
986;POS;Muy buena ,perfecto el talle, compre dos y volvería a comprar, exelente precio y calidad.
987;POS;Mi hija las llevó para noches de verano en la montaña, sitio donde la amplitud térmica es muy grande. Fueron lavadas varias veces y conservan forma y color. Esta remera no queda al cuerpo, es recta y le resultó holgada porque ella es bastante delgada. Es una buena alternativa.
988;POS;Buen producto, buena tela.
989;POS;Excelente calidad y del talle esperado.
990;POS;Buen producto en relación precio calidad, quedé muy conforme. Era lo que esperaba.
991;POS;Buen producto.
992;POS;Excelente producto.
993;POS;Excelente. No destiñe. Es abrigada para usar en moto. No se estira y el tamaño que pedí me quedó perfecto casi entallada. A un precio accesible. Una de las mejores compras en ropa que hice por ml.
994;POS;Excelente.
995;POS;Muy bueno.
996;POS;El producto cumple con lo esperado, 10 puntos.
997;POS;Buen producto, es suave y no agobia con el calor. El talle que pedi quedo perfecto. Y el cuello no ahorca, es bien suelto. Perfecto para ser termica.
998;POS;Precio calidad excelente x ahora, comoda y ligera. Recomiendo un talle más (eso hice yo) porque es bastante justa.
999;POS;Me encanto.
1000;POS;Es una tela de buena calidad. Es elástica y se adapta perfectamente al cuerpo. Contribuye a mantener la temperatura corporal. Importante: es térmica pero practicar deporte. Si están pensando en usarla para para andar en moto o para resistir el frío quietos a la intemperie, no es la prenda que buscan. Pero para la práctica deportiva es excelente.
1001;POS;Excelente.
1002;POS;Mi hijo quedó muy contento
1003;POS;Muy buena calidad cómodo y abriga bien ideal para hacer deporte días fríos , ojo destiñe un poco el primer lavado.
1004;POS;La calidad es buena , tener en cuenta que son 1era piel por lo que impresiona que son chicas para el talle que uno es y para los que no están están acostumbrados a usar ropa pegada a la piel es incomodo. No las lave aún, no se si se va el color o se achican. Consejo: pedir 2 talles más de lo que uno es, si sos m pedí xl.
1005;POS;Muy buen producto. Cumplen su función. Buena calidad de la tela. La lavamos y secamos en secadora eléctrica y están tal cual como las compramos.
1006;POS;Es muy cómoda, se amolda bien al cuerpo!!! la use para ir al sur y funciona perfecto ante el frió!!!.
1007;POS;La calidad es muy buena. La prenda es cómoda. No pica al hacer actividad física. Lo volvería a comprar.
1008;POS;Tenia dudas de la calidad del producto por el precio pero de verdad que es excelente, lo uso para salir a trotar en temperaturas de 10-13 grados con una campera rompe vientos y la tela es termica y muy comoda. Estoy muy satisfecho con la compra y volveria a comprar.
1009;POS;Excelente para el precio, mantiene muy bien el calor. Lo lavé varias veces ya y no se achicó ni arruinó.
1010;POS;Perfecto!.
1011;POS;Todo ok.
1012;POS;Es un buen producto, es abrigada y elnprecio al momento de la compra era acorde.
1013;POS;Mejor de lo q imaginaba. Muy bueno.
1014;POS;Muy buen producto.
1015;POS;Calidad precio esta bien.
1016;POS;Hermosa tela al tacto. Super comoda y abrigada.
1017;POS;Buena calidad de la tela. Muy comodo.
1018;POS;No es al cuerpo! si esperan eso no es lo que buscan.
1019;POS;Muy linda , cómoda ,abriga. Mw gusta mucho.
1020;POS;Fenomenal.
1021;POS;Excelente calidad!!!.
1022;POS;Muy buen producto, recomendable.
1023;POS;Excelente.
1024;POS;De diez. Es lo que esperaba.
1025;POS;Mi producto me pareció espetacular.
1026;POS;Me acabo de probar las remeras y quedé fascinado con lo suave de la tela, es como una caricia, yo las compre para usar cuando hago deportes o gimnasio así que después que las lave les comento los resultados!!!.
1027;POS;Muy buen producto abriga muy bien aún en temperaturas bajo cero.
1028;POS;Muy bueno, era lo que esperaba.
1029;POS;Excelente.
1030;POS;Excelente, es todo como esperaba.
1031;POS;Compre dos, una para mi hijo y otra para mi marido. Los dos contrntos con la compra. Y las lave varias veces y están perfectas. Volvería a comprar.
1032;POS;Muy bueno. Cumple con lo requerido.
1033;POS;No la lavé todavía, parecen buenas. Son abrigadas.
1034;POS;Joya, se pega al cuerpo si te compras la medida justa, se siente bien rico.
1035;POS;Tal cual lo esperaba, recomendable.
1036;POS;El producto me pareció lindo precio calidad lo recomiendo.
1037;POS;Super abrigada ! hermosa.
1038;POS;Al menos a mi me quedó como pintada. Expele el sudor, por lo tanto te deja seco por lo tanto no te da frío. Eso sí, no sirve de nada si encima te ponés una prenda que absorbe agua porque no estarías consiguiendo nada de abrigo.
1039;POS;Es cómodo y abrigado un poquito cortas las mangas pero a favor del producto yo soy de brazos largos.
1040;POS;Muy linda termica. Super comoda. Te hace cer mas flaco
1041;POS;Muy bien. Calentita.
1042;POS;Excelente remera térmica.
1043;NEU;Bastante bien, si sos alto te queda atrás corto. Si es térmico pero por el precio no esperes mucho. Para safar el invierno sirve.
1044;POS;Buen producto.
1045;POS;Muy cómodo. Muy recomendable.
1046;POS;Super calentita. Supero las expectativas
1047;POS;Excelente calidad. Muy comoda.
1048;POS;Muy buena calidad.
1049;POS;Buen producto en precio caludad.
