id;label;text
494;NEU;Nos quedaba bien de talla y cumplía su función, pero para usarlo con mochila puesta costaba que cerrara
495;POS;Cumplieron su objetivo durante un día de Port Aventura.
496;NEU;Aún no lo he usado.
497;NEU;Bastante grueso. Muy bien para atracciones de agua. Resistente. Un poco incómodo para guardar luego, se pliega mal.
498;POS;Pedí estos impermeables para los días de fuerte lluvia y he de decir que ha sido todo un acierto. Se cierran con botones de clip y el gorro también se cierra con un cordón. Cada paquete trae 2 unidades
499;POS;Es bonito, al final no lo tuve que utilizar, imagino que no calará el agua
500;POS;Esta bien, cómodo, lo he usado poco, tapa muy bien
501;POS;Bueno
502;POS;son buenos
503;POS;Buena calidad y precio
504;NEG;Lo devolvi era enorme para mi
505;NEG;No me fusta nada ,muy bonita en la foto,pero nada más
506;NEG;Me dió alergia la tela, y era más grande de lo esperado. Sin importar haber seguido recomendaciones y observaciones de las medidas.
507;NEG;La tela es de muy mala caludad. Un paño gordo que parece borra. Le doy 2 estrellas solo por que esta bien hecho y el chaleco es comodo.
508;NEG;Fabricación con fallo: la unión de la manga con la hombrera no es correcta tiene excesivo sobrante y es uno más grande que el de su otro lado, me costó 69'99 y ahora cuesta 57,99€ en el mismo color y en otros colores 78€... si del precio dependiese la calidad. Decir que abriga.
509;NEG;Aparte de las arrugas el tema del tallaje es corta
510;NEG;Tallaje no proporcionado, hombros mal.
511;NEU;Esperaba mas calidad, aunque el producto no es malo
512;POS;Buen producto
513;POS;Muy bonito solo que hay que tener cuidado con las tallas pedí el xxl y las mangas son bastantes largas por lo demás muy bien
514;POS;Ojo con las Mangas son más largas de lo normal.. de resto me gusto mucho.
515;POS;El tallaje bastante bien, y es muy cómoda.
516;POS;Tuve que cambiar la talla porque me quedaba pequeña. Se ve elegante, cómodo y, en apariencia bastante bien acabado. Aunque entiendo poco de textiles. Está por ver que sea duradero.
517;POS;Increible!! Lo he recibido hoy y me ha sorprendido. Súper bonito y de muchísima calidad. ¡¡Buenisima compra!!
518;POS;Queda muy bien buena calidad y muy elegante la talla me vino perfecta una S.
519;NEU;Tallas grandes
520;POS;Me parece perfecto, de buena calidad, abriga y no es muy pesado, pero la talla que elegí me viene muy justa, me gustaría cambiarlo por la siguiente, por la XXL
521;POS;Queda genial
522;POS;Supercontento1
523;NEG;Ni calidad del tejido, ni el corte es lo que pone el vendedor
524;NEG;No me ha gustado para nada la chaqueta no es como en la foto de muy mala calidad para lo que he pagado y encima talla XXL cuando yo he pedido una XS
525;NEG;No hay más que comparar las fotos que adjunto. El producto no se parece en nada a lo que ofertan.
526;NEG;Una auténtica basura. Las mangas son enormes em relación al resto del abrigo. Parecen unas mangas talla XL en un abrigo slim M. Penoso
527;NEG;Mala calidad de producto
528;POS;Si quieres un abrigo de este tipo elegante, para el trabajo, para el día a día, para un evento de fiesta o para estas Navidades que de la sensación de caro en relación con la calidad /precio y sea bonito, y te realce aún más la belleza, este es tu abrigo.
529;POS;Encantado con el producto, pero tengo que reseñar que no es ni mucho menos correcta la forma de envío, viene medio prensado y no hay forma de quitarle las arrugas ocasionadas. Probaré llevándolo a planchar a la tintorería... Por lo demás resaltar su elegancia y distinto corte hacen un artículo digno de tener en el armario para esa combinación perfecta.
530;POS;Es la primera vez que realizo una compra de una prenda de este tipo de producto sin saber como me quedaría. Debo decir que me sorprendió gratamente.
531;POS;Lo tuve que encargar dos veces el primero no era el modelo que elegí, pero estas cosas pasan, el segundo envío muy bien la verdad como me lo esperaba.
532;NEG;es fina y tejida elástico lo devolví por que quería algo mas elegante
533;POS;Es como se ve en la foto. Queda un poco holgada, pedí la S y mido 165 cm, peso 60 kg y uso una 95 C de sujetador. Es elástica.
534;POS;Me ha gustado por qué es igual que en la foto. Quizás algo caro, pero es lo que necesitaba y fue muy rápido el envío y la entrega.
535;POS;calidad- precio sorprende para bien, sin sorpresas y muy ponible.
536;POS;Es como en la foto pero la parte de arriba es muy floja y se agranda. Quizá el precio es elevado para el producto
537;POS;Queda bonita con vestidos de tirantes, ideal para el verano yo ja utilizo por la noche en vez del chal, voy más cómoda.
538;POS;Muy bien para verano
539;POS;No me gusta el precio, me sienta bien sobre un vestido sin mangas
540;POS;El bolero está muy bien hecho, lo he comprado en blanco, negro, marrón (no es un marrón oscuro, tira un poco a color caldera) y albaricoque (que para mi es color crudo). Hay que tener cuidado al escoger el color, los colores que llevan un 1 con el color son los que son de tul, los otros son de otro tejido que no me gusta mucho. Estoy encantada con mis boleros! Van fenomenal con vestidos de tirantes y tops sin mangas, con vaqueros etc. Los recomiendo 100%!
541;POS;Para tenerlo a mano en cualquier momento
542;NEG;El tejido no me ha gustado mucho
543;POS;El color, la textura y la caída
544;POS;Excelente. Me fascina
545;POS;Ligero, perfecto para el verano, perfecto para mí vestido sin mangas. Más beis que albaricoque.
546;POS;Es muy bonito,buena calidad,para las noches de verano cuando refresca viene muy bien,lo recomiendo
547;POS;Regalo perfecto. Mi cuñada usa talla da y con la talla S que compré, quedó encantada
548;NEG;La calidad de Amazon sigue siendo muy mala,comprar tanto en China,Blangades,Turquía ,Marruecos no favorece para nada el Comercio Español. Si siguen así ,me pensaré el seguir comprando en Amazon.
549;NEG;La chaqueta estaba pasable. Me quedaba pequeña y se veia un modelo muy antiguo. La devolví
550;POS;Tacto suave calidad bien
551;POS;Buena chaqueta, y la compre para un regalo y con la condición de probarla y pagarla despues.
552;NEU;Me ha gustado el color, pero es muy largo sobre todo las mangas
553;POS;Queda bien.
554;NEU;Pienso que es mejor fijar la etiqueta de otra manera. La rebeca es delicado y de punta y cuando vi, pensé que llegó con huecos por la etiqueta. No sé si me explico, pero no es la mejor forma de fijar la etiqueta. Daña la prenda.
555;NEG;Es un poco fino.
556;POS;La chaqueta es una preciosidad, de un espesor del tejido perfecto, y un color marfil, muy elegante tanto por color como por diseño. Fue una oferta flash y, dudando de la talla, he acertado y, arrepentida estoy de no haberla comprado en diferentes colores. Sirve tanto para ir arreglada como para uso diario. Creo que, aunque ya no está de oferta, voy a comprar la misma, en otros colores.
557;POS;Es muy suave y ligera, ideal para el entretiempo
558;POS;Calidad tejido bonitos colores.
559;POS;Agradable textura, color perfecto, comodo y agradable.
560;POS;Se pueden combinar muy bien
561;POS;Muy buena calidad y muy bonito. Y llegó enseguida
562;POS;Me gusta mucho. Tiene un color brillante y muy bonito (compré la verde). Parece de bastante buena calidad, y es suave al tacto. Lo único que compré una grande y esperaba que me quedara un poco más holgada, me queda un poco justilla. Pero bueno, estoy contenta, y me encanta el color. Recomiendo.
563;POS;Buena chaqueta. La compré para una persona que utiliza la talla 56. Y le queda bien, un poco suelta.
564;POS;Muy cómoda y calentita de fondo de armario
565;POS;Excelente producto
566;POS;Es ligero de portar y cálido a la vez, la talla corresponde a las medidas indicadas. Pedí XL y las mangas son cómodas. Llegó antes del tiempo esperado.
567;NEG;demasiado grande.
568;NEG;ni la calidad ni el tamaño corresponde con lo esperado. La devuelvo
569;NEG;Yo me he pedido una S en negro, el tejido me ha gustado, parece de buena calidad, solo que una talla menos me habría quedado mejor, pero lamentablemente no hay XS, estoy pensando si hacer la devolución
570;NEU;Un poco larga para una bajita
571;NEU;Lo pedi en negro y vale para todo con camiseta o blusa.No abriga Solo es para elegancia
572;NEU;La chaqueta no está mal pero sin más. Calidad correcta y la talla según lo esperado. Vista in situ me parece más normal que en la foto.
573;NEU;Corte bueno, calidad correcta y talla acertada. Hago L/XL y cogiendo una XL me va perfecto. Un poco caro por lo que es, Made in china.
574;NEG;Se ve de bastante calidad , pero he de decir que al roce salen los puntos y bolas . El primero que me pedí hice la devolución pensando que estaba defectuosa, pero la siguiente es igual salen bolas y le salen los puntos.
575;POS;Si me ha gustado mucho
576;NEU;La talla L muy grande
577;NEU;Lo he devuelto porque la talla me queda grande
578;POS;La devolví por que me iba muy grande. Se veía calidad y era bonita.
579;NEU;Sienta bien, aunque no destaque por su calidad.
580;POS;El tejido parece bueno. Da mucha talla.
581;POS;Tal cual sale en las imágenes , qued abien y la calidad acorde a su precio
582;POS;Me gusta el tejido y el diseño. El tallaje es más grande de lo habitual, yo pedí la talla M y tuve que cambiarlo por una talla S (no suelo usar esa talla). No es un cárdigan muy largo, a mi me queda por la mitad del trasero. Es lo que yo buscaba.
583;POS;Es lo que esperaba
584;POS;La quería para un vestido con flores y queda fenomenal, así que, objetivo cumplido. Además, va muy bien con vaqueros porque tiene un color muy favorecedor. La talla, perfecta.
585;POS;Todo ok. Talla normal
586;NEU;Es buena calidad pero pedí mi talla y me está grande
587;POS;Me ha gustado todo la tela y la caida que tiene
588;POS;Es muy bonito. El color azul igual que en la foto. Tiene caída y queda genial. De talla perfecto y el color muy elegante.
589;POS;Las tallas son grandes. Mido 1,70 y peso 60 kg y la M me queda bien, flojita. Es de buena calidad y terminación. Muy contenta.
590;POS;Me ha gustado mucho, tiene una buena caída.
591;POS;Me ha gustado , sienta muy bien , buena calidad
592;POS;Muy bien
593;POS;Me ha parecido mejor de lo que pensaba. Buena calidad, muy bonito y combinable. He pedido talla M (peso 54kg y 1,64m) y me va un poco grande, pero me gusta igualmente como queda.
594;POS;muy apropiada para el fin del verano. combinable y comoda
595;POS;El cardigan es perfecto, es muy comodo y la talla biene bien. Lo uso para ir a trabajar y tambien para salir.
596;POS;Muy buena, precio calidad
597;POS;La verdad es que me encantó, su calidad, el diseño, el único defecto es que el tallaje es pequeño.
598;POS;Recomendada 100%
599;POS;Me gustó el abrigo. Es de muy buena calidad. Normalmente uso talla "M", este artículo es un poco grande, podría comprado la talla "S" que serviría.
600;NEG;No recomiendo
601;NEG;Es muy bonita pero me salió un poco mala esta llena de pelotillas.
602;NEU;La chaqueta no está mal. Pero cogí una talla pequeña. Y es como una mediana da talla
603;POS;De momento es lo que esperaba. Agradable tacto, talla bien y de calidad… hasta que pase un poquito de tiempo no puedo decir.
604;POS;Queda tal y como se ve en la foto. Hay que colocarla bien, porque la parte de atrás tiende a quedar un poco más alta que el delantero.
605;POS;Me encanta!! Es Preciosa!! La pedí en S y XS y me quedé la XS. La S me quedaba algo más larga. Sienta genial!! Lo único es que parece que le están saliendo bolillas en las mangas del roce
606;POS;La chaqueta en si esta muy bien, es suave y agradable, la pega es que se ha dado un pelín de si y sólo me la he puesto una vez, las mangas son anchas no quedan pegadas. Ahora creo que tenía que haber comprado al menos una talla menos.
607;POS;La rebeca me ha gustado mucho, el color es igual que en la foto, y es un tejido muy suave. La única pega que le pongo es que es muy larga.
608;POS;Muy bonita y suave,las mangas un poco anchas.Queda según me esperaba y la talla corresponde a la mia.
609;POS;queda fenomenal y los colores preciosos
610;NEG;No es igual a la foto, el color varía muchísimo. Por lo demás esta bien, queda bonita pero el color no
611;NEG;La tela es muy fina, y los flecos se caen.... En definitiva, si lo veo en una tienda in situ, no lo compro
612;NEG;Es un tejido no muy grueso y esas tipo saco, sin entallar. IMPORTANTE: Exactamente el mismo modelo lo venden en Shein, pero vale la mitad de lo que cuesta aquí. No tengo duda de que es el mismo. De hecho, yo lo compré allí.
613;POS;Se ajusta a la descripción y al ser doble es muy calentito.
614;POS;Me queda muy bien
615;POS;Es una prenda elegante que hace que cualquier cosa que te pongas luzca más. Yo se lo regalé a mi chica y está encantada.
616;POS;Perfecto
617;POS;Antes de comprar el artículo, leí los comentarios y gracias a ellos acerté con la talla (mido 1,60 y voluminosa por lo que cogí la talla más grande). Llegó en perfecto estado, sin ningún olor raro (como he leído) y queda muy bonito puesto.
618;POS;Las tallas no van bien
619;NEU;El pantalón está bien, pero el envío pésimo, muy rápido, si, pero en una bolsa fina y completamente transparente, que mostraba lo que venía dentro con etiquetas y demás. Creo que esto no está nada bien, además, teniendo en cuenta de que no es un artículo barato y siendo de marca… ya sabemos lo que puede pasar.
620;NEU;Queda bien pero talla más grande que el mismo modelo con un solo botón.
621;POS;El pantalon como era de esperar, muy buena calidad, pero como siempre me pasa, muy ancho de cintura y estrecho de pierna para las que somos un poco más gruesas de pierna que de cintura
622;POS;Buena compra
623;NEG;Lo devolví porque la talla era grande para mí, aunque revisé la guía de tallas
624;POS;Una pasada de material vaquero súper elástico, se acopla al cuerpo perfectamente, Me encantan
625;POS;Al llegar los vi muy estrechos. Pensé que no me estarían bien. La verdad, engañan. Me quedan genial y son anchos y cómodos
626;POS;Nunca me equivoco con esta marca !!! Calidad , y siempre quedan muy bonitos!!! Siempre repito
627;POS;Quedan muy bien y son cómodos
628;POS;Tallan perfecto,quedan súper bien le daría 10 estrellas
629;POS;Sientan perfecto,la talla coincide,súper contenta con la oferta de 15€.
630;POS;Perfecto
631;POS;Me gustan, quedan bien.
632;POS;Recomiendo
633;NEG;Una xl és una M. Fatal! Para regalar
634;NEG;Las tallas que pone, no coinciden con la realidad, son bastante más pequeñas de lo que deberían ser.
635;NEG;Son pantalones de pitillo y yo he pedido unos pantalones de campana
636;NEG;No me ha gustado nada
637;NEG;Lo único que coincide es la talla que pedí. Pedí el modelo azul oscuro, el único que hay en las opciones de este pantalón, y me han enviado cualquiera de los otros 3 modelos de color azul mucho más claro y más lavado que el que quería. Además los bolsillos traseros son mucho más pequeños que lo que muestran en la foto y para colmo están cosidos muy arriba. Estoy decepcionada con esta marca y proveedor. No me convence el pantalón.
638;NEG;De largo muy justo
639;NEU;El pantalón sienta muy bien. Pero el color no coincide con el elegido.
640;NEU;No son como en la foto. Son de un color más claro, como antiguo. La talla coincide bien en cintura y caderas, pero son muy ajustados en muslos y rodillas.
641;POS;Queda genia. Yo utilizo una M y pedí una L y acerté. Me gustaría que tuvieran de otros tonos y colores
642;POS;Me queda perfecto con la talla que uso y es muy bonito
643;POS;Buena calidad, se ajustan muy bien al cuerpo y quedan muy bonitos
644;NEG;Salen mejor los vaqueros del súper! La tela es muy delgada, las costuras se mueven, el largo es para personas que midan cómo 1,70 yo mido 1,61 y he pedido el Leg32 (el más corto que había disponible) en fin, no quedan tan bien como en la imagen, la tela es de muy mala calidad y el diseño deja mucho que hablar! Me hubiese pillado uno más económico y más bonito en Zara! Pero bueno era una emergencia! Seguro que no repetiré esta compra ni mucho menos recomendarla.
645;NEG;Tengo más pantalones de esta misma marca y modelo talla XL,y me caben perfectamente. Estos también son talla XL pero casi ni me entran,los devuelvo por si es un error en la costura de la talla.
646;NEG;Un pantalón que queda muy bien pero que la tela ha dado de sí por algunas zonas. Ha perdido elasticidad y queda mal, ya no se ajusta. Llevo desde navidad con ellos y la calidad del tejido es pésima ya que no han aguantado nada
647;NEG;Mala calidad
648;NEG;Me los habían recomendado, pero me quedaron mal. Sin más cuestion de gustos y de cuerpos
649;NEG;No pido el reembolso porque se ha usado 2 veces, muy mala calidad, quedan bien, buena elasticidad pero la calidad muy muy mala, una pena, adjunto fotos.
650;NEG;Talle es bajo!, el largo? Puws mido 1,62 y me queda al tobillo, peso 64 kl. No me gusta como queda. La tela es de verano.
651;NEG;Son de mala calidad , encima los devuelves y no te Devuelven el dinero. Se han quedado los pantalones y el dinero.
652;NEG;Pedí un 34, l 28, y me mandaron 32 ,l30 no entiendo, no comprare jamás ,eso que me gustaba la marca
653;NEG;Que pena que no pueda decir que es un azul fuerte y no en tallan bien para mi es pésimo la tela es fina
654;NEG;Al priner lavado se han desteñido a parches. Muy mala calidad.
655;NEG;Los pantalones se caen constantemente...
656;NEG;No me ha gustado el producto porque no se ajusta al tallaje marcado.
657;NEG;Muy pequeño
658;NEG;Queda fatal
659;NEG;Pedí una L/30 y me ha llegado una M/30,obvio no me vale,queda pequeña,lo devuelvo
660;NEG;Es pequeño
661;NEG;Compré mi talla normal y cuando los recibí, comprobé que eran muy pequeños. Tuve que devolverlos.
662;NEG;Tengo pantalones de está marca y coinciden en talla pero los devuelvo por las manchas que tiene.
663;NEU;Quedan muy guapos puestos mas que en la foto pero cuidado con las tallas ban pequeñas y para devolución como no mandes foto olvidate .
664;NEG;Pantalones muy elásticos y que aprietan muchísimo las piernas. Me compré la XS porque suelo usar la 34 y de cintura me quedaba perfecto, pero me apretaba tanto en las piernas que decidí pedir una talla más. La S de pierna me quedaba algo mejor aunque aún así, apretaban, y además, al ser tan elásticos no me terminaba de gustar porque al llevarlo puesto, se iba arrugado y para mi gusto, queda bastante mal.
665;NEG;Devuelvo los dos y no los recomiendo a no ser que soportes quedarte sin circulación en las piernas, o los pidas grandes para que te queden más bien anchos.
666;NEG;Se me rompió no más ponermelo una asa donde se pone el cinturón bua
667;NEG;No me gustan nada, son muy largos y la parte de abajo no son pitillo, ni la parte del culo me quedo bien porque son muy finos y no moldean bien
668;NEG;Pequeño para ser una XL, a parte que no es tela vaquera, es una tela de algodón que simula al vaquero, pero nada que ver, no tiene el grosor. Decepcionada.
669;NEG;Tengo más pantalones de esta marca y la diferencia de talla entre la M y la L es enorme, mucho más grande que entre la L y la XL, lo voy a devolver xq ni con régimen, uso una M/L y la M es como una S.
670;NEG;Están bien pero el color es bastante más oscuro que en las fotos...viendo las fotos de los demás compradores, algunos son gris más claro y otros más oscuros...el mío es como un gris marrón bastante feo, cómodos pero feos.
671;NEG;Los devolví porque no me quedaban como esperaba.
672;NEG;Demasiado largo, uso cuotidiano
673;NEG;Lo devolví ya que no era tela vaquera sino más fina y se ceñía demasiado
674;NEG;Yo me pedí una 40 que es mi talla y me quedan cortos no quedan ajustados da la sensación de cuando ya están estirajeados. No los volvería a comprar
675;NEG;Duran poco
676;NEG;Mido 1,66 cm y peso 77kg. La talla XL me queda un tanto estrecha y normalmente es la que uso, incluso en esta marca. Estoy algo decepcionada con el tallaje así que no puedo opinar en más profundidad.
677;NEG;Son más claros de lo que sale en la foto, tela finita y elástica. Pedí una 30 que corresponde a una 38 (según la tabla) y me llegó una l.... Pero al ser elástico se adapta bien me los quedo porque son muy comodos
678;NEU;Me he animado a comprarlo por los comentarios q he visto. Son muy suaves al tacto, pero son unos pantalones ABSOLUTAMENTE ceñidos. No son los típicos pantalones q se adapten, no, son absolutamente ceñidos. Bien con el vendedor q no me ha puesto pegas. La calidad se ve buena. Pero no era lo q espera, me sentaban francamente mal
679;NEU;Me encanta, pero no debí entender bien la tabla de medidas y no me entra.
680;NEG;Son cómodos, pero no lucen como en la foto, el color es opaco, y encuentro los mismos en el supermercado de al lado de mi casa por 10 euros menos. creo que por el precio deberían ser de más calidad.
681;NEU;El vaquero está bien y a muy buen precio , pero a mí me quedaban muy pero que muy ajustados. Los devolví sin ningún problema.
682;POS;El pabtalon es de buena calidad y se ajusta muy bien además de ser bastante pitillo pero tuve que devolverlo porque me gustan de tiro alto y este es mas bien de tiro medio-bajo.
683;NEU;No es exactamente cómo se ve en la imagen, no está mal del todo pero no es que se ve .
684;NEU;Son jeggins.... quedan lejos de ser vaqueros porque la tela es absolutamente fina y elástica. Son de tiro medio-alto. La cintura es lo menos elástico del pantalón así que cuidado al elegir la talla. A mí me queda un poco justa y en ciertos días sé que me va a apretar mucho
685;NEG;El pantalón es oscuro, casi negro, no tiene el degradado que se ve en la foto. Es muy elástico, queda incluso ancho.
686;NEG;Normalmente gasto una talla 34,cogí una xs, no me entra. De todas formas, el pantalón, lo veo muy fino y elástico, parece más un legging que un Jean. Lo devuelvo.
687;NEG;No me gusta como talla
688;NEU;Cómodo pero muy pitillo
689;NEG;Muy caro para la calidad del producto
690;NEU;El tiro no es muy alto, en la foto lo parece, es bastante elastico aunque va tallado pequeño, la calidad es buena
691;NEG;He pedido L/34L. Uso una 40 y el tamaño de la cintura es ridículo, parece una o dos tallas menos. Quiero pensar que es un error de etiquetado.
692;NEG;Queda muy apretado
693;NEU;Muy cómodo pero hay que ponerle cinturón, porque aún siendo la talla correspondiente, se va bajando mucho.
694;NEU;Quedan muy bien puestos. Color gris, sin desgastado, el color no coincide
695;NEU;El patalon es elastico pero no lo suficiente, a mi en lo personal no me ha resultado, soy delgada pero de piernas gruesas, suelo usar L, me quedo genial, bonito tallaje pero muy apretado de piernas y no los consideré comodos para trabajar, decidí pedir una Xl, por ver si tenia suerte, de pierna me ha quedado mucho mas comodo, pero muy desahogado de caderas y cintura, voy a devolverlos, por que me gusta usar la ropa que me quede justa y bien de todos lados sin tener que arreglar, de lo de más, es un pantalon agradable a la vista, hace buena figura y de largo estupendo por que te permite elegir el largo, para las personas altas como en mi caso.
696;POS;Es un pantalón de tejido vaquero fino, más parecido a unos jeggins. Se ajusta bastante ya que es muy elástico. De cintura alta y cierre con cremallera. Tiene bolsillos traseros y trabillas para pasar el cinturón. Al ser un tejido tan fino no aprieta en la cintura, que un por lado genial para ir más cómoda, pero otro estás continuamente sintiéndote los pantalones. Por lo demás todo bien, costuras y remates con buen acabado.
697;NEU;Creo, que al ser un modelo que tiene talla más grande que la normotalla, lo han hecho más grande. Es muy elástico, por lo que es muy cómodo, pero me sobra de pierna, de cintura...
698;POS;Son unos pantalones que se ajustan muy bien, pero sin apretar, son bastante cómodos. Lo único que si eres de no llevar cinturón, como yo, como no aprietan, se te van bajando un poco si andas durante un rato. Aún así, quedan muy bien puestos y el tejido es agradable. La talla habitual que gastó, me queda bien. Mido 1,80 y peso 70 kilos. Cogí una 32. De largo la 34, por si acaso, porque los quería hasta abajo, hasta los zapatos, pero la verdad que con la 32 hubiera sido suficiente, porque la 34 me queda muy larga. Me he vuelto a comprar otros de otro color, porque me ha gustado mucho.
699;NEG;Más pequeño de lo que corresponde a la talla. No es elástico. Lo he devuelto
700;POS;El pantalon no es tejano es de lycra queda muy ajustado, yo mido 1'71 y gasto la 42 de pantalones, cogi la talla L y 32 de largo y me quedan bien.
701;POS;Lo compre porque ya tenia otros pantalones de la marca. Quedan perfectos. Bien tallados, elásticos, altura justo encima de la cadera. Son jeggins por lo que quedan "pegados", pero siendo cómodos. Bien rematados. Repetiré con la marca seguro.
702;POS;Lo que más me ha gustado es que son cómodos lo único que le añadiría es un push up, pero quedan bien adaptados al cuerpo.
703;POS;Tras leer las reseñas me animé a comprarlo ya que es difícil que me quedé bien un vaquero. La verdad que me ha sorprendido gratamente. El color muy posible y es de tela orgánica. Realza la figura y el glúteo lo hace súper bonito. La verdad que me encanta. El precio tirado, 18 euros me costó. Volveré a probar con esta marca.
704;POS;Sientan bien
705;POS;Son cómodos y elásticos. Dan bastante de sí, por lo que si estáis entre dos tallas puede ser recomendable coger la más pequeña. Iba a comprar otro porque en relación calidad/precio estaban muy bien, pero ahora veo que cuestan 20€, cuando a mí hace una semana me costaron 12€. Lo pondré en seguimiento por si vuelve a bajar de precio.
706;POS;Nada reseñable1
707;NEU;Queda muy bien según la talla, lo único que para usar debes tener un cinturón porque vs cediendo y bajando, lo cual es molesto tener que estar cada poco acomodando. Mido 1.52cm, me queda muy largo y tengo subirle el bajo.
708;POS;Queda bien ajustado al cuerpo. La talla es la que describe el fabricante. No le doy 5 estrellas pq para mi q es demadiado elastico perdiendo el tacto a tela vaquera, pero claro eso es cuestion de gustos. Color tambien tal colo se describe en las características. Costuras fuertes y resistentes. Buena calidad de tela. Los he pillado a buen precio
709;POS;Muy buena elasticidad. La talla 38 perfecta. Los bolsillos de delande un poco pequeños pero valen para unas moneda
710;POS;La talla coincide con la que pedí. Queda bien. El color no es el mismo que el de las fotos pero me gusta. El que me ha llegado es todo gris oscuro, el de la foto es más claro y con estilo lavado, con zonas más claras, pero me gusta igual.
711;POS;Desde que me lo compre, lo he usado en bastante ocasiones y estoy satisfecha.
712;NEU;Me gustaron nada mas lo vi eatos vaqueros y mas al precio que tenian, pero no estoy tan contenta como esperaba porque aunque me valen, son de talle bajo, y al sentarse y eso pues....eso.
713;NEU;Pensaba que que darían más altos de cadera y no. A mi, me quedan por debajo del bligo y no estoy acostumbrada. Son elásticos pero no acabo de sentirme como dos con ellos. Son más oscuros que en las imágenes del anuncio.
714;NEU;No es el mismo que en las fotos, gris más oscuro y nada desgastado. Tejido suave, no es un tejano normal. De talla y largo perfecto, me gusta como me quedan y me los quedo, pero deberían cambiar las fotografías de acuerdo con el producto que después recibes.
715;POS;Son cómodísimos y duraderos. Yo soy bajita y me queda a media-baja cintura
716;POS;No es un tejano clásico es lo que se llama jeggins. La tela no es gorda y da de sí, es elástica. El tiro queda ideal porque yo no lo quiero muy bajo, queda el tiro medio casi tirando a alto.
717;POS;La cintura no lo que es menos elástico del pantalón, pero el pantalón en conjunto es cómodo y elástico. Yo suelo usar la 42 y elegí la 32 y me quedan clavados. Para quién quiera comprarlos tallan cómo los levi,s que era la duda que tuve yo a la hora de comprarlos y las chicas me la resolvieron y elegí la talla correcta. Una buena compra por el precio que tienen, me han encantado.
718;POS;Son los pantalones que mejor me quedan, es la segunda vez que los compro ( la primera en Amazon). Yo creo que favorecen bastante. Son lo suficientemente altos para que no te salga chicha. Pero no tanto para ser incómodos. A mi me llega justo al ombligo. Son muy elásticos, por lo que son muy cómodos a la hora de agacharse o moverse. También son finos, que para mí me gusta porque me deja más movilidad, pero tiene su inconveniente, que se rompen más fácilmente si le das mucho uso. Tiene los bolsos del trasero grandes. Te cabe un móvil sin que se caiga.
719;POS;Los pantalones están genial: tacto suave, color como en la foto ,cómodos, elásticos y a un precio imbatible!
720;POS;Se ajustan muy bien .
721;POS;La talla que necesitaba estaba justo en oferta, así que me han salido súper bien de precio .
722;POS;Totalmente recomendables y miraré a ver si los hay en otros colores.
723;POS;La verdad no tengo mucha suerte en comprar pantalones online y tenía mis reservas porque el tallaje de ONLY, si es la primera vez que lo compras, es un lío escoger tu talla (Para que nos vamos a engañar). La verdad muy contenta con los pantalones, si escoges bien la talla quedan como un guante. Son ajustados pero con esa elasticidad para que no queden apretadisimos. Son de tiro medio, quedan por la cinturita.
724;POS;Calidad a buen precio
725;POS;Contenta
726;POS;Es la primera vez en mucho tiempo que compro un pantalón y me queda bien de talla y hasta largo!
727;POS;Son muy cómodos, ajustados pero elásticos,así que quedan muy bien!Tallaje habitual.
728;NEG;No seca, no es de rizo. Es como de terciopelo. Es más bien una batita.
729;NEG;Lo compramos para utilizarlo como albornoz, pero el material no seca apenas. La niña lo utilizará como bata.
730;NEG;Muy baja la calidad de la tela, la imagen no tiene nada q ver con el articulo y el precio excesivo para lo que se ofrece
731;NEG;Muy mala calidad de la tela no era lo que yo esperaba
732;NEG;Lo quería para bata calentita para estar por casa pero el tejido es muy ligero y talla pequeño.
733;NEG;Es demasiado fino, pensé que sería un poco más gordo y que abrigaría algo más
734;NEU;Es justo para 2 años, más no…ademas no se puede usar como albornoz….solo bata. Es bonito y tacto agradable, le gusta mucho al bebé.
735;NEU;La talla 9-10 es una 7-8, es pequeña. El tejido es finito pero suave.
736;POS;Me ha gustado la suavidad del genero y facilidad para ponersela, se la compre a mi nieta de 6 años y ya no se la quita, le ha gustado mucho. La recomiendo.
737;POS;Es muy calentito y suave
738;POS;Precioso y muy suave. Al peque le ha encantado
739;NEG;No deja de soltar pelusa. Lo he lavado como 5 veces y no hay manera, cada vez suelta más. Lo peor es que la pelusa se adhiere al cuerpo y me está estropeando ropa, sábanas... Y limpiar el suelo cada vez que lo utilizo.
740;NEG;A parte de soltar pelusa que se pega a todo el cuerpo y llena el suelo, tras el 2° lavado salió de la lavadora rajado por todo el costado con la manga colgando. Ahora se ha rajado por la espalda al agacharme con albornoz puesto.
741;NEG;Desde el primer dia al usarlo desprende pelusas rojas,que se pegan al cuerpo mojado y caen por todo el suelo teniendo que barrer y fregar cada vez. Contacte con el vendedor antes de escribir ninguna critica buscando soluciones. Lo he lavado con vinagre y sal. Lo he congelado varias horas. Lo he lavado sin suavizante desde el primer dia. Conclusion a la basura se va estando nuevo
742;NEG;Se te quedan pegadas las pelusas al cuerpo y da igual las veces q lo laves. No entiendo como Amazon permite artículos de tan baja calidad. Por supuesto, lo devolví. No lo compréis.
743;NEG;En apariencia abriga y parece de calidad pero la realidad es que se me ha deshilachado una de las mangas a la altura del hombro derecho y el izquierdo va por el camino. Mala compra en esta ocasión
